lat;lon ;RR ; Wet_Climat_Freq
-1.75;39;0.00;0.00
-1.75;39.1;0.00;0.00
-1.75;39.2;0.00;0.13
-1.75;39.25;0.00;0.13
-1.75;39.3;0.00;0.00
-1.75;39.35;0.00;0.00
-1.75;39.4;0.00;0.00
-1.75;39.45;0.00;0.00
-1.75;39.5;0.00;0.00
-1.75;39.55;0.00;0.00
-1.75;39.6;0.00;0.00
-1.75;39.65;0.00;0.00
-1.75;39.7;0.00;0.00
-1.75;39.75;0.00;0.00
-1.75;39.8;0.00;0.00
-1.75;39.85;0.00;0.00
-1.75;39.9;0.00;0.00
-1.75;39.95;0.00;0.00
-1.75;40;0.00;0.00
-1.75;40.05;0.00;0.00
-1.75;40.1;0.00;0.00
-1.75;40.15;0.00;0.00
-1.75;40.2;0.00;0.00
-1.75;40.25;0.00;0.00
-1.75;40.3;0.00;0.00
-1.75;40.35;0.00;0.00
-1.75;40.4;0.00;0.00
-1.75;40.45;0.00;0.00
-1.75;40.5;0.00;0.00
-1.75;40.55;0.00;0.00
-1.75;40.6;0.00;0.00
-1.75;40.65;0.00;0.00
-1.75;40.7;0.00;0.00
-1.75;40.75;0.00;0.00
-1.75;40.8;0.00;0.00
-1.75;40.85;0.00;0.00
-1.75;40.9;0.00;0.00
-1.75;40.95;0.00;0.00
-1.75;41;0.00;0.13
-1.75;41.05;0.00;0.13
-1.75;41.1;0.00;0.25
-1.75;41.15;0.00;0.25
-1.75;41.2;0.00;0.50
-1.75;41.25;0.00;0.50
-1.75;41.3;0.00;0.50
-1.75;41.35;0.00;0.50
-1.75;41.4;0.00;0.50
-1.75;41.45;0.00;0.50
-1.75;41.5;0.00;0.50
-1.75;41.55;0.00;0.50
-1.75;41.6;0.00;0.38
-1.75;41.65;0.00;0.50
-1.75;41.7;0.00;0.50
-1.75;41.75;0.00;0.50
-1.75;42.25;0.00;0.13
-1.75;42.3;0.00;0.13
-1.75;42.35;0.00;0.25
-1.8;35.85;0.88;0.00
-1.8;37.05;0.88;0.00
-1.8;37.15;0.88;0.00
-1.8;37.2;0.88;0.00
-1.8;37.25;0.88;0.00
-1.8;35.95;0.75;0.00
-1.8;36.9;0.75;0.00
-1.8;36.95;0.75;0.00
-1.8;37;0.75;0.00
-1.8;37.1;0.75;0.00
-1.8;38.55;0.75;0.00
-1.8;38.7;0.75;0.00
-1.8;36;0.63;0.00
-1.8;36.75;0.63;0.00
-1.8;36.8;0.63;0.00
-1.8;36.85;0.63;0.00
-1.8;38.35;0.63;0.00
-1.8;38.4;0.63;0.00
-1.8;38.6;0.63;0.00
-1.8;38.65;0.63;0.00
-1.8;36.05;0.50;0.00
-1.8;38.3;0.50;0.00
-1.8;39.2;0.50;0.00
-1.8;36.1;0.38;0.00
-1.8;36.15;0.38;0.00
-1.8;36.2;0.38;0.00
-1.8;36.55;0.38;0.00
-1.8;36.6;0.38;0.00
-1.8;36.65;0.38;0.00
-1.8;36.7;0.38;0.00
-1.8;41.8;0.38;0.13
-1.8;35.75;0.25;0.00
-1.8;36.5;0.25;0.00
-1.8;37.55;0.25;0.00
-1.8;37.8;0.25;0.00
-1.8;37.85;0.25;0.00
-1.8;37.9;0.25;0.00
-1.8;37.95;0.25;0.00
-1.8;38;0.25;0.00
-1.8;38.05;0.25;0.00
-1.8;38.1;0.25;0.00
-1.8;38.15;0.25;0.00
-1.8;38.2;0.25;0.00
-1.8;38.25;0.25;0.00
-1.8;39.05;0.25;0.00
-1.8;41.85;0.25;0.13
-1.8;41.9;0.25;0.13
-1.8;41.95;0.25;0.13
-1.8;35.4;0.13;0.00
-1.8;35.45;0.13;0.00
-1.8;35.7;0.13;0.00
-1.8;35.8;0.13;0.00
-1.8;35.9;0.13;0.00
-1.8;36.25;0.13;0.00
-1.8;36.3;0.13;0.00
-1.8;36.35;0.13;0.00
-1.8;36.4;0.13;0.00
-1.8;36.45;0.13;0.00
-1.8;37.4;0.13;0.00
-1.8;37.45;0.13;0.13
-1.8;37.5;0.13;0.13
-1.8;37.6;0.13;0.13
-1.8;37.75;0.13;0.00
-1.8;42;0.13;0.13
-1.8;42.05;0.13;0.13
-1.8;42.1;0.13;0.13
-1.8;42.15;0.13;0.13
-1.8;42.2;0.13;0.13
-1.8;35.1;0.00;0.00
-1.8;35.15;0.00;0.00
-1.8;35.2;0.00;0.00
-1.8;35.25;0.00;0.00
-1.8;35.3;0.00;0.00
-1.8;35.35;0.00;0.00
-1.8;35.5;0.00;0.00
-1.8;35.55;0.00;0.00
-1.8;35.6;0.00;0.00
-1.8;35.65;0.00;0.00
-1.8;37.3;0.00;0.13
-1.8;37.35;0.00;0.13
-1.8;37.65;0.00;0.13
-1.8;37.7;0.00;0.00
-1.8;38.45;0.00;0.50
-1.8;38.5;0.00;0.25
-1.8;38.75;0.00;0.25
-1.8;38.8;0.00;0.38
-1.8;38.85;0.00;0.25
-1.8;38.9;0.00;0.13
-1.8;38.95;0.00;0.00
-1.8;39;0.00;0.00
-1.8;39.1;0.00;0.00
-1.8;39.15;0.00;0.00
-1.8;39.25;0.00;0.13
-1.8;39.3;0.00;0.00
-1.8;39.35;0.00;0.13
-1.8;39.4;0.00;0.00
-1.8;39.45;0.00;0.00
-1.8;39.5;0.00;0.00
-1.8;39.55;0.00;0.00
-1.8;39.6;0.00;0.00
-1.8;39.65;0.00;0.00
-1.8;39.7;0.00;0.00
-1.8;39.75;0.00;0.00
-1.8;39.8;0.00;0.00
-1.8;39.85;0.00;0.00
-1.8;39.9;0.00;0.00
-1.8;39.95;0.00;0.00
-1.8;40;0.00;0.00
-1.8;40.05;0.00;0.00
-1.8;40.1;0.00;0.00
-1.8;40.15;0.00;0.00
-1.8;40.2;0.00;0.00
-1.8;40.25;0.00;0.00
-1.8;40.3;0.00;0.00
-1.8;40.35;0.00;0.00
-1.8;40.4;0.00;0.00
-1.8;40.45;0.00;0.00
-1.8;40.5;0.00;0.00
-1.8;40.55;0.00;0.00
-1.8;40.6;0.00;0.00
-1.8;40.65;0.00;0.00
-1.8;40.7;0.00;0.00
-1.8;40.75;0.00;0.00
-1.8;40.8;0.00;0.00
-1.8;40.85;0.00;0.00
-1.8;40.9;0.00;0.00
-1.8;40.95;0.00;0.50
-1.8;41;0.00;0.50
-1.8;41.05;0.00;0.50
-1.8;41.1;0.00;0.50
-1.8;41.15;0.00;0.50
-1.8;41.2;0.00;0.50
-1.8;41.25;0.00;0.50
-1.8;41.3;0.00;0.50
-1.8;41.35;0.00;0.38
-1.8;41.4;0.00;0.38
-1.8;41.45;0.00;0.38
-1.8;41.5;0.00;0.50
-1.8;41.55;0.00;0.50
-1.8;41.6;0.00;0.38
-1.8;41.65;0.00;0.50
-1.8;41.7;0.00;0.50
-1.8;41.75;0.00;0.50
-1.8;42.25;0.00;0.13
-1.8;42.3;0.00;0.13
-1.8;42.35;0.00;0.13
-1.85;35.85;1.00;0.00
-1.85;38.65;1.00;0.00
-1.85;37.2;0.88;0.00
-1.85;37.25;0.88;0.00
-1.85;37.3;0.88;0.00
-1.85;38.6;0.88;0.00
-1.85;36.85;0.75;0.00
-1.85;37.05;0.75;0.00
-1.85;37.1;0.75;0.00
-1.85;37.15;0.75;0.00
-1.85;37.4;0.75;0.00
-1.85;38.55;0.75;0.00
-1.85;36;0.63;0.00
-1.85;36.8;0.63;0.00
-1.85;36.9;0.63;0.00
-1.85;38.2;0.63;0.00
-1.85;36.1;0.50;0.00
-1.85;36.6;0.50;0.00
-1.85;36.95;0.50;0.00
-1.85;37;0.50;0.00
-1.85;38.45;0.50;0.00
-1.85;39.2;0.50;0.00
-1.85;41.05;0.50;0.00
-1.85;41.1;0.50;0.00
-1.85;36.05;0.38;0.00
-1.85;36.55;0.38;0.00
-1.85;36.65;0.38;0.00
-1.85;36.7;0.38;0.00
-1.85;36.75;0.38;0.00
-1.85;38.4;0.38;0.00
-1.85;41.15;0.38;0.00
-1.85;41.25;0.38;0.00
-1.85;41.7;0.38;0.00
-1.85;41.75;0.38;0.13
-1.85;41.8;0.38;0.13
-1.85;36.15;0.25;0.00
-1.85;36.2;0.25;0.00
-1.85;37.85;0.25;0.00
-1.85;39.05;0.25;0.00
-1.85;39.15;0.25;0.00
-1.85;41.2;0.25;0.00
-1.85;41.65;0.25;0.00
-1.85;41.85;0.25;0.13
-1.85;35.4;0.13;0.00
-1.85;35.45;0.13;0.00
-1.85;35.5;0.13;0.00
-1.85;35.65;0.13;0.00
-1.85;35.7;0.13;0.00
-1.85;35.75;0.13;0.00
-1.85;35.8;0.13;0.00
-1.85;35.9;0.13;0.00
-1.85;35.95;0.13;0.00
-1.85;36.25;0.13;0.00
-1.85;36.3;0.13;0.00
-1.85;36.35;0.13;0.00
-1.85;36.4;0.13;0.00
-1.85;36.45;0.13;0.00
-1.85;36.5;0.13;0.00
-1.85;37.35;0.13;0.13
-1.85;37.6;0.13;0.00
-1.85;37.65;0.13;0.00
-1.85;37.7;0.13;0.00
-1.85;37.75;0.13;0.00
-1.85;37.8;0.13;0.00
-1.85;37.9;0.13;0.13
-1.85;37.95;0.13;0.13
-1.85;38;0.13;0.13
-1.85;38.05;0.13;0.13
-1.85;38.1;0.13;0.00
-1.85;38.15;0.13;0.13
-1.85;38.25;0.13;0.13
-1.85;38.3;0.13;0.00
-1.85;38.35;0.13;0.00
-1.85;39.1;0.13;0.00
-1.85;41.9;0.13;0.13
-1.85;41.95;0.13;0.13
-1.85;42;0.13;0.13
-1.85;42.05;0.13;0.13
-1.85;42.1;0.13;0.13
-1.85;42.15;0.13;0.13
-1.85;42.2;0.13;0.13
-1.85;35.15;0.00;0.00
-1.85;35.2;0.00;0.00
-1.85;35.25;0.00;0.00
-1.85;35.3;0.00;0.00
-1.85;35.35;0.00;0.00
-1.85;35.55;0.00;0.00
-1.85;35.6;0.00;0.00
-1.85;37.45;0.00;0.13
-1.85;37.5;0.00;0.13
-1.85;37.55;0.00;0.13
-1.85;38.5;0.00;0.63
-1.85;38.7;0.00;0.38
-1.85;38.75;0.00;0.13
-1.85;38.8;0.00;0.00
-1.85;38.85;0.00;0.00
-1.85;38.9;0.00;0.00
-1.85;38.95;0.00;0.00
-1.85;39;0.00;0.00
-1.85;39.25;0.00;0.38
-1.85;39.3;0.00;0.13
-1.85;39.35;0.00;0.00
-1.85;39.4;0.00;0.00
-1.85;39.45;0.00;0.00
-1.85;39.5;0.00;0.00
-1.85;39.55;0.00;0.00
-1.85;39.6;0.00;0.00
-1.85;39.65;0.00;0.00
-1.85;39.7;0.00;0.00
-1.85;39.75;0.00;0.00
-1.85;39.8;0.00;0.00
-1.85;39.85;0.00;0.00
-1.85;39.9;0.00;0.00
-1.85;39.95;0.00;0.00
-1.85;40;0.00;0.00
-1.85;40.05;0.00;0.00
-1.85;40.1;0.00;0.00
-1.85;40.15;0.00;0.00
-1.85;40.2;0.00;0.00
-1.85;40.25;0.00;0.00
-1.85;40.3;0.00;0.00
-1.85;40.35;0.00;0.00
-1.85;40.4;0.00;0.00
-1.85;40.45;0.00;0.00
-1.85;40.5;0.00;0.00
-1.85;40.55;0.00;0.00
-1.85;40.6;0.00;0.00
-1.85;40.65;0.00;0.00
-1.85;40.7;0.00;0.00
-1.85;40.75;0.00;0.00
-1.85;40.8;0.00;0.13
-1.85;40.85;0.00;0.00
-1.85;40.9;0.00;0.00
-1.85;40.95;0.00;0.50
-1.85;41;0.00;0.50
-1.85;41.3;0.00;0.50
-1.85;41.35;0.00;0.50
-1.85;41.4;0.00;0.50
-1.85;41.45;0.00;0.38
-1.85;41.5;0.00;0.50
-1.85;41.55;0.00;0.50
-1.85;41.6;0.00;0.50
-1.85;42.25;0.00;0.13
-1.85;42.3;0.00;0.13
-1.85;42.35;0.00;0.13
-1.85;42.4;0.00;0.13
-1.9;35.55;1.00;0.00
-1.9;35.75;1.00;0.00
-1.9;35.8;1.00;0.00
-1.9;35.85;0.88;0.00
-1.9;37.3;0.88;0.00
-1.9;37.45;0.88;0.00
-1.9;37.95;0.88;0.00
-1.9;36;0.75;0.00
-1.9;37.05;0.75;0.00
-1.9;37.1;0.75;0.00
-1.9;37.15;0.75;0.00
-1.9;37.2;0.75;0.00
-1.9;37.25;0.75;0.00
-1.9;37.35;0.75;0.00
-1.9;37.4;0.75;0.00
-1.9;37.5;0.75;0.00
-1.9;37.85;0.75;0.00
-1.9;37.9;0.75;0.00
-1.9;38;0.75;0.00
-1.9;38.05;0.75;0.00
-1.9;38.1;0.75;0.00
-1.9;38.15;0.75;0.00
-1.9;38.2;0.75;0.00
-1.9;38.25;0.75;0.00
-1.9;38.3;0.75;0.00
-1.9;38.35;0.75;0.00
-1.9;42.35;0.75;0.00
-1.9;35.95;0.63;0.00
-1.9;37;0.63;0.00
-1.9;38.4;0.63;0.00
-1.9;39.1;0.63;0.00
-1.9;39.15;0.63;0.00
-1.9;36.1;0.50;0.00
-1.9;36.75;0.50;0.00
-1.9;36.8;0.50;0.00
-1.9;36.9;0.50;0.00
-1.9;36.95;0.50;0.00
-1.9;39.05;0.50;0.00
-1.9;41.15;0.50;0.00
-1.9;41.2;0.50;0.00
-1.9;41.25;0.50;0.00
-1.9;41.6;0.50;0.00
-1.9;36.05;0.38;0.00
-1.9;36.6;0.38;0.00
-1.9;36.7;0.38;0.00
-1.9;36.85;0.38;0.00
-1.9;41.7;0.38;0.13
-1.9;36.15;0.25;0.00
-1.9;36.2;0.25;0.00
-1.9;36.65;0.25;0.00
-1.9;37.6;0.25;0.00
-1.9;37.65;0.25;0.00
-1.9;37.7;0.25;0.00
-1.9;37.75;0.25;0.00
-1.9;38.45;0.25;0.00
-1.9;38.5;0.25;0.00
-1.9;41.65;0.25;0.13
-1.9;41.75;0.25;0.13
-1.9;42.05;0.25;0.13
-1.9;42.1;0.25;0.13
-1.9;35.45;0.13;0.00
-1.9;35.5;0.13;0.00
-1.9;35.65;0.13;0.00
-1.9;35.7;0.13;0.00
-1.9;35.9;0.13;0.00
-1.9;36.25;0.13;0.00
-1.9;36.3;0.13;0.00
-1.9;36.35;0.13;0.00
-1.9;36.4;0.13;0.00
-1.9;36.55;0.13;0.00
-1.9;37.55;0.13;0.13
-1.9;37.8;0.13;0.13
-1.9;39;0.13;0.00
-1.9;41.8;0.13;0.13
-1.9;41.95;0.13;0.13
-1.9;42.15;0.13;0.13
-1.9;42.2;0.13;0.13
-1.9;42.25;0.13;0.13
-1.9;35.15;0.00;0.00
-1.9;35.2;0.00;0.00
-1.9;35.25;0.00;0.00
-1.9;35.3;0.00;0.00
-1.9;35.35;0.00;0.00
-1.9;35.4;0.00;0.00
-1.9;35.6;0.00;0.00
-1.9;36.45;0.00;0.00
-1.9;36.5;0.00;0.00
-1.9;38.55;0.00;0.63
-1.9;38.6;0.00;0.63
-1.9;38.65;0.00;0.50
-1.9;38.7;0.00;0.25
-1.9;38.75;0.00;0.25
-1.9;38.8;0.00;0.00
-1.9;38.85;0.00;0.00
-1.9;38.9;0.00;0.00
-1.9;38.95;0.00;0.00
-1.9;39.2;0.00;0.38
-1.9;39.25;0.00;0.25
-1.9;39.3;0.00;0.13
-1.9;39.35;0.00;0.13
-1.9;39.4;0.00;0.00
-1.9;39.45;0.00;0.00
-1.9;39.5;0.00;0.00
-1.9;39.55;0.00;0.00
-1.9;39.6;0.00;0.00
-1.9;39.65;0.00;0.13
-1.9;39.7;0.00;0.00
-1.9;39.75;0.00;0.00
-1.9;39.8;0.00;0.00
-1.9;39.85;0.00;0.00
-1.9;39.9;0.00;0.00
-1.9;39.95;0.00;0.00
-1.9;40;0.00;0.00
-1.9;40.05;0.00;0.00
-1.9;40.1;0.00;0.00
-1.9;40.15;0.00;0.00
-1.9;40.2;0.00;0.00
-1.9;40.25;0.00;0.00
-1.9;40.3;0.00;0.00
-1.9;40.35;0.00;0.00
-1.9;40.4;0.00;0.00
-1.9;40.45;0.00;0.00
-1.9;40.5;0.00;0.00
-1.9;40.55;0.00;0.00
-1.9;40.6;0.00;0.00
-1.9;40.65;0.00;0.00
-1.9;40.7;0.00;0.00
-1.9;40.75;0.00;0.00
-1.9;40.8;0.00;0.00
-1.9;40.85;0.00;0.00
-1.9;40.9;0.00;0.00
-1.9;40.95;0.00;0.38
-1.9;41;0.00;0.50
-1.9;41.05;0.00;0.50
-1.9;41.1;0.00;0.50
-1.9;41.3;0.00;0.50
-1.9;41.35;0.00;0.50
-1.9;41.4;0.00;0.50
-1.9;41.45;0.00;0.50
-1.9;41.5;0.00;0.50
-1.9;41.55;0.00;0.50
-1.9;41.85;0.00;0.13
-1.9;41.9;0.00;0.13
-1.9;42;0.00;0.13
-1.9;42.3;0.00;0.13
-1.9;42.4;0.00;0.25
-1.95;35.55;1.00;0.00
-1.95;35.65;1.00;0.00
-1.95;35.85;1.00;0.00
-1.95;35.6;0.88;0.00
-1.95;35.7;0.88;0.00
-1.95;35.75;0.88;0.00
-1.95;37.15;0.88;0.00
-1.95;37.2;0.88;0.00
-1.95;37.25;0.88;0.00
-1.95;37.3;0.88;0.00
-1.95;37.35;0.88;0.00
-1.95;37.95;0.88;0.00
-1.95;38;0.88;0.00
-1.95;35.95;0.75;0.00
-1.95;36;0.75;0.00
-1.95;37;0.75;0.00
-1.95;37.05;0.75;0.00
-1.95;37.1;0.75;0.00
-1.95;37.5;0.75;0.00
-1.95;37.55;0.75;0.00
-1.95;37.65;0.75;0.00
-1.95;37.75;0.75;0.00
-1.95;37.8;0.75;0.00
-1.95;37.85;0.75;0.00
-1.95;37.9;0.75;0.00
-1.95;38.05;0.75;0.00
-1.95;38.1;0.75;0.00
-1.95;38.15;0.75;0.00
-1.95;38.2;0.75;0.00
-1.95;38.25;0.75;0.00
-1.95;38.35;0.75;0.00
-1.95;42.3;0.75;0.00
-1.95;36.95;0.63;0.00
-1.95;37.4;0.63;0.00
-1.95;37.45;0.63;0.00
-1.95;37.7;0.63;0.00
-1.95;41.8;0.63;0.00
-1.95;41.85;0.63;0.00
-1.95;41.9;0.63;0.00
-1.95;41.95;0.63;0.00
-1.95;36.05;0.50;0.00
-1.95;36.8;0.50;0.00
-1.95;36.9;0.50;0.00
-1.95;41.2;0.50;0.00
-1.95;41.5;0.50;0.00
-1.95;41.55;0.50;0.00
-1.95;41.6;0.50;0.00
-1.95;42.35;0.50;0.00
-1.95;36.1;0.38;0.00
-1.95;36.75;0.38;0.00
-1.95;38.6;0.38;0.00
-1.95;39.05;0.38;0.00
-1.95;41.65;0.38;0.00
-1.95;42.4;0.38;0.00
-1.95;35.9;0.25;0.00
-1.95;36.15;0.25;0.00
-1.95;36.55;0.25;0.00
-1.95;36.65;0.25;0.00
-1.95;36.7;0.25;0.00
-1.95;36.85;0.25;0.00
-1.95;38.55;0.25;0.00
-1.95;41.7;0.25;0.13
-1.95;42;0.25;0.13
-1.95;42.05;0.25;0.13
-1.95;42.1;0.25;0.13
-1.95;35.3;0.13;0.00
-1.95;35.35;0.13;0.00
-1.95;35.4;0.13;0.00
-1.95;36.2;0.13;0.00
-1.95;36.3;0.13;0.00
-1.95;36.5;0.13;0.00
-1.95;36.6;0.13;0.00
-1.95;37.6;0.13;0.13
-1.95;38.4;0.13;0.00
-1.95;38.45;0.13;0.00
-1.95;38.95;0.13;0.00
-1.95;39;0.13;0.00
-1.95;42.15;0.13;0.13
-1.95;42.2;0.13;0.13
-1.95;42.25;0.13;0.13
-1.95;35.2;0.00;0.00
-1.95;35.25;0.00;0.00
-1.95;35.45;0.00;0.00
-1.95;35.5;0.00;0.00
-1.95;35.8;0.00;0.00
-1.95;36.25;0.00;0.00
-1.95;36.35;0.00;0.00
-1.95;36.4;0.00;0.00
-1.95;36.45;0.00;0.00
-1.95;38.3;0.00;0.00
-1.95;38.5;0.00;0.00
-1.95;38.65;0.00;0.63
-1.95;38.7;0.00;0.50
-1.95;38.75;0.00;0.25
-1.95;38.8;0.00;0.13
-1.95;38.85;0.00;0.00
-1.95;38.9;0.00;0.00
-1.95;39.1;0.00;0.38
-1.95;39.15;0.00;0.38
-1.95;39.2;0.00;0.13
-1.95;39.25;0.00;0.13
-1.95;39.3;0.00;0.00
-1.95;39.35;0.00;0.00
-1.95;39.4;0.00;0.00
-1.95;39.45;0.00;0.00
-1.95;39.5;0.00;0.00
-1.95;39.55;0.00;0.00
-1.95;39.6;0.00;0.00
-1.95;39.65;0.00;0.00
-1.95;39.7;0.00;0.00
-1.95;39.75;0.00;0.00
-1.95;39.8;0.00;0.00
-1.95;39.85;0.00;0.00
-1.95;39.9;0.00;0.00
-1.95;39.95;0.00;0.00
-1.95;40;0.00;0.00
-1.95;40.05;0.00;0.00
-1.95;40.1;0.00;0.00
-1.95;40.15;0.00;0.00
-1.95;40.2;0.00;0.00
-1.95;40.25;0.00;0.00
-1.95;40.3;0.00;0.00
-1.95;40.35;0.00;0.00
-1.95;40.4;0.00;0.00
-1.95;40.45;0.00;0.00
-1.95;40.5;0.00;0.00
-1.95;40.55;0.00;0.00
-1.95;40.6;0.00;0.00
-1.95;40.65;0.00;0.00
-1.95;40.7;0.00;0.00
-1.95;40.75;0.00;0.00
-1.95;40.8;0.00;0.00
-1.95;40.85;0.00;0.00
-1.95;40.9;0.00;0.13
-1.95;40.95;0.00;0.38
-1.95;41;0.00;0.38
-1.95;41.05;0.00;0.38
-1.95;41.1;0.00;0.50
-1.95;41.15;0.00;0.50
-1.95;41.25;0.00;0.50
-1.95;41.3;0.00;0.50
-1.95;41.35;0.00;0.50
-1.95;41.4;0.00;0.50
-1.95;41.45;0.00;0.50
-1.95;41.75;0.00;0.25
-2;35.6;1.00;0.00
-2;35.85;1.00;0.00
-2;35.45;0.88;0.00
-2;35.5;0.88;0.00
-2;35.55;0.88;0.00
-2;35.75;0.88;0.00
-2;37.15;0.88;0.00
-2;37.35;0.88;0.00
-2;35.65;0.75;0.00
-2;35.7;0.75;0.00
-2;35.8;0.75;0.00
-2;37.05;0.75;0.00
-2;37.1;0.75;0.00
-2;37.2;0.75;0.00
-2;37.25;0.75;0.00
-2;37.3;0.75;0.00
-2;37.5;0.75;0.00
-2;37.55;0.75;0.00
-2;37.6;0.75;0.00
-2;37.65;0.75;0.00
-2;37.75;0.75;0.00
-2;37.8;0.75;0.00
-2;37.85;0.75;0.00
-2;37.9;0.75;0.00
-2;38.05;0.75;0.00
-2;38.1;0.75;0.00
-2;38.2;0.75;0.00
-2;38.3;0.75;0.00
-2;38.35;0.75;0.00
-2;38.8;0.75;0.00
-2;42.3;0.75;0.00
-2;35.9;0.63;0.00
-2;35.95;0.63;0.00
-2;36;0.63;0.00
-2;37.4;0.63;0.00
-2;37.45;0.63;0.00
-2;37.7;0.63;0.00
-2;37.95;0.63;0.00
-2;38;0.63;0.00
-2;38.15;0.63;0.00
-2;38.25;0.63;0.00
-2;39.1;0.63;0.00
-2;41.8;0.63;0.00
-2;42.4;0.63;0.00
-2;42.45;0.63;0.00
-2;36.05;0.50;0.00
-2;36.8;0.50;0.00
-2;36.95;0.50;0.00
-2;41.65;0.50;0.00
-2;42.35;0.50;0.00
-2;36.1;0.38;0.00
-2;36.9;0.38;0.00
-2;37;0.38;0.00
-2;38.7;0.38;0.00
-2;41.55;0.38;0.00
-2;36.15;0.25;0.00
-2;36.5;0.25;0.00
-2;36.55;0.25;0.00
-2;36.65;0.25;0.00
-2;36.7;0.25;0.00
-2;36.75;0.25;0.00
-2;36.85;0.25;0.00
-2;38.6;0.25;0.00
-2;38.65;0.25;0.00
-2;41.7;0.25;0.13
-2;42.05;0.25;0.13
-2;35.3;0.13;0.00
-2;35.35;0.13;0.00
-2;35.4;0.13;0.00
-2;36.45;0.13;0.00
-2;36.6;0.13;0.00
-2;38.4;0.13;0.00
-2;38.45;0.13;0.00
-2;38.5;0.13;0.00
-2;38.55;0.13;0.00
-2;38.75;0.13;0.00
-2;41.75;0.13;0.13
-2;41.95;0.13;0.50
-2;42;0.13;0.13
-2;42.1;0.13;0.13
-2;42.15;0.13;0.13
-2;42.2;0.13;0.13
-2;35.2;0.00;0.00
-2;35.25;0.00;0.00
-2;36.2;0.00;0.00
-2;36.25;0.00;0.00
-2;36.3;0.00;0.00
-2;36.35;0.00;0.00
-2;36.4;0.00;0.00
-2;38.85;0.00;0.25
-2;38.9;0.00;0.00
-2;38.95;0.00;0.00
-2;39;0.00;0.00
-2;39.05;0.00;0.00
-2;39.15;0.00;0.38
-2;39.2;0.00;0.25
-2;39.25;0.00;0.13
-2;39.3;0.00;0.00
-2;39.35;0.00;0.00
-2;39.4;0.00;0.00
-2;39.45;0.00;0.00
-2;39.5;0.00;0.00
-2;39.55;0.00;0.00
-2;39.6;0.00;0.00
-2;39.65;0.00;0.00
-2;39.7;0.00;0.00
-2;39.75;0.00;0.00
-2;39.8;0.00;0.00
-2;39.85;0.00;0.00
-2;39.9;0.00;0.00
-2;39.95;0.00;0.00
-2;40;0.00;0.00
-2;40.05;0.00;0.00
-2;40.1;0.00;0.00
-2;40.15;0.00;0.00
-2;40.2;0.00;0.00
-2;40.25;0.00;0.00
-2;40.3;0.00;0.00
-2;40.35;0.00;0.00
-2;40.4;0.00;0.00
-2;40.45;0.00;0.00
-2;40.5;0.00;0.00
-2;40.55;0.00;0.00
-2;40.6;0.00;0.00
-2;40.65;0.00;0.00
-2;40.7;0.00;0.00
-2;40.75;0.00;0.00
-2;40.8;0.00;0.00
-2;40.85;0.00;0.00
-2;40.9;0.00;0.13
-2;40.95;0.00;0.13
-2;41;0.00;0.13
-2;41.05;0.00;0.13
-2;41.1;0.00;0.38
-2;41.15;0.00;0.50
-2;41.2;0.00;0.50
-2;41.25;0.00;0.50
-2;41.3;0.00;0.50
-2;41.35;0.00;0.50
-2;41.4;0.00;0.50
-2;41.45;0.00;0.50
-2;41.5;0.00;0.50
-2;41.6;0.00;0.50
-2;41.85;0.00;0.50
-2;41.9;0.00;0.50
-2;42.25;0.00;0.13
-2.05;35.45;1.00;0.00
-2.05;38.85;1.00;0.00
-2.05;35.5;0.88;0.00
-2.05;35.55;0.88;0.00
-2.05;35.6;0.88;0.00
-2.05;35.7;0.88;0.00
-2.05;38.45;0.88;0.00
-2.05;35.65;0.75;0.00
-2.05;35.75;0.75;0.00
-2.05;35.8;0.75;0.00
-2.05;35.85;0.75;0.00
-2.05;37.15;0.75;0.00
-2.05;37.5;0.75;0.00
-2.05;37.55;0.75;0.00
-2.05;37.6;0.75;0.00
-2.05;37.65;0.75;0.00
-2.05;37.7;0.75;0.00
-2.05;37.75;0.75;0.00
-2.05;37.95;0.75;0.00
-2.05;38.1;0.75;0.00
-2.05;38.3;0.75;0.00
-2.05;38.4;0.75;0.00
-2.05;38.5;0.75;0.00
-2.05;42.45;0.75;0.00
-2.05;35.9;0.63;0.00
-2.05;35.95;0.63;0.00
-2.05;36;0.63;0.00
-2.05;37.1;0.63;0.00
-2.05;37.2;0.63;0.00
-2.05;37.25;0.63;0.00
-2.05;37.35;0.63;0.00
-2.05;37.8;0.63;0.00
-2.05;37.85;0.63;0.00
-2.05;37.9;0.63;0.00
-2.05;38;0.63;0.00
-2.05;38.2;0.63;0.00
-2.05;38.25;0.63;0.00
-2.05;38.35;0.63;0.00
-2.05;39.15;0.63;0.00
-2.05;39.2;0.63;0.00
-2.05;42.3;0.63;0.00
-2.05;36.05;0.50;0.00
-2.05;36.95;0.50;0.00
-2.05;37;0.50;0.00
-2.05;37.3;0.50;0.00
-2.05;37.4;0.50;0.00
-2.05;37.45;0.50;0.00
-2.05;38.05;0.50;0.00
-2.05;38.15;0.50;0.00
-2.05;41.7;0.50;0.13
-2.05;42.35;0.50;0.00
-2.05;36.1;0.38;0.00
-2.05;36.8;0.38;0.00
-2.05;36.85;0.38;0.00
-2.05;36.9;0.38;0.00
-2.05;37.05;0.38;0.00
-2.05;42.1;0.38;0.13
-2.05;35.35;0.25;0.00
